MonoxidoDeCarbono,Fecha,Hora,ValorCarbono,Unidad,Ozono,Fecha,Hora,ValorOzono,Unidad,DioxidoDeNitrogeno,Fecha,Hora,ValorNitrogeno,Unidad
CO,26/04/2023,23:00 - 0:00,1.01,ppm,O3,26/04/2023,23:00 - 0:00,0.032,ppm,NO2,26/04/2023,23:00 - 0:00,0.013,ppm
CO,26/04/2023,0:00 - 1:00,1.05,ppm,O3,26/04/2023,0:00 - 1:00,0.033,ppm,NO2,26/04/2023,0:00 - 1:00,0.011,ppm
CO,26/04/2023,1:00 - 2:00,0.98,ppm,O3,26/04/2023,1:00 - 2:00,0.029,ppm,NO2,26/04/2023,1:00 - 2:00,0.012,ppm
CO,26/04/2023,2:00 - 3:00,1,ppm,O3,26/04/2023,2:00 - 3:00,0.025,ppm,NO2,26/04/2023,2:00 - 3:00,0.013,ppm
CO,26/04/2023,3:00 - 4:00,0.99,ppm,O3,26/04/2023,3:00 - 4:00,0.02,ppm,NO2,26/04/2023,3:00 - 4:00,0.017,ppm
CO,26/04/2023,4:00 - 5:00,1.04,ppm,O3,26/04/2023,4:00 - 5:00,0.018,ppm,NO2,26/04/2023,4:00 - 5:00,0.016,ppm
CO,26/04/2023,5:00 - 6:00,1.15,ppm,O3,26/04/2023,5:00 - 6:00,0.002,ppm,NO2,26/04/2023,5:00 - 6:00,0.029,ppm
CO,26/04/2023,6:00 - 7:00,1.4,ppm,O3,26/04/2023,6:00 - 7:00,0.002,ppm,NO2,26/04/2023,6:00 - 7:00,0.029,ppm
CO,26/04/2023,7:00 - 8:00,1.68,ppm,O3,26/04/2023,7:00 - 8:00,0.003,ppm,NO2,26/04/2023,7:00 - 8:00,0.028,ppm
CO,26/04/2023,8:00 - 9:00,1.91,ppm,O3,26/04/2023,8:00 - 9:00,0.007,ppm,NO2,26/04/2023,8:00 - 9:00,0.032,ppm
CO,26/04/2023,9:00 - 10:00,1.8,ppm,O3,26/04/2023,9:00 - 10:00,0.02,ppm,NO2,26/04/2023,9:00 - 10:00,0.031,ppm
CO,26/04/2023,10:00 - 11:00,1.33,ppm,O3,26/04/2023,10:00 - 11:00,0.044,ppm,NO2,26/04/2023,10:00 - 11:00,0.012,ppm
CO,26/04/2023,11:00 - 12:00,1.08,ppm,O3,26/04/2023,11:00 - 12:00,0.048,ppm,NO2,26/04/2023,11:00 - 12:00,0.008,ppm
CO,26/04/2023,12:00 - 13:00,0.96,ppm,O3,26/04/2023,12:00 - 13:00,0.045,ppm,NO2,26/04/2023,12:00 - 13:00,0.006,ppm
CO,26/04/2023,13:00 - 14:00,0.95,ppm,O3,26/04/2023,13:00 - 14:00,0.047,ppm,NO2,26/04/2023,13:00 - 14:00,0.006,ppm
CO,26/04/2023,14:00 - 15:00,0.95,ppm,O3,26/04/2023,14:00 - 15:00,0.051,ppm,NO2,26/04/2023,14:00 - 15:00,0.006,ppm
CO,26/04/2023,15:00 - 16:00,0.96,ppm,O3,26/04/2023,15:00 - 16:00,0.051,ppm,NO2,26/04/2023,15:00 - 16:00,0.006,ppm
CO,26/04/2023,16:00 - 17:00,0.96,ppm,O3,26/04/2023,16:00 - 17:00,0.052,ppm,NO2,26/04/2023,16:00 - 17:00,0.007,ppm
CO,26/04/2023,17:00 - 18:00,0.98,ppm,O3,26/04/2023,17:00 - 18:00,0.052,ppm,NO2,26/04/2023,17:00 - 18:00,0.008,ppm
CO,26/04/2023,18:00 - 19:00,1,ppm,O3,26/04/2023,18:00 - 19:00,0.046,ppm,NO2,26/04/2023,18:00 - 19:00,0.01,ppm
CO,26/04/2023,19:00 - 20:00,1.05,ppm,O3,26/04/2023,19:00 - 20:00,0.037,ppm,NO2,26/04/2023,19:00 - 20:00,0.014,ppm
CO,26/04/2023,20:00 - 21:00,1.11,ppm,O3,26/04/2023,20:00 - 21:00,0.034,ppm,NO2,26/04/2023,20:00 - 21:00,0.016,ppm
CO,26/04/2023,21:00 - 22:00,1.24,ppm,O3,26/04/2023,21:00 - 22:00,0.027,ppm,NO2,26/04/2023,21:00 - 22:00,0.022,ppm
CO,26/04/2023,22:00 - 23:00,1.2,ppm,O3,26/04/2023,22:00 - 23:00,0.029,ppm,NO2,26/04/2023,22:00 - 23:00,0.017,ppm
CO,27/04/2023,23:00 - 0:00,1.16,ppm,O3,27/04/2023,23:00 - 0:00,0.029,ppm,NO2,27/04/2023,23:00 - 0:00,0.015,ppm
CO,27/04/2023,0:00 - 1:00,1.07,ppm,O3,27/04/2023,0:00 - 1:00,0.031,ppm,NO2,27/04/2023,0:00 - 1:00,0.011,ppm
CO,27/04/2023,1:00 - 2:00,1.04,ppm,O3,27/04/2023,1:00 - 2:00,0.026,ppm,NO2,27/04/2023,1:00 - 2:00,0.012,ppm
CO,27/04/2023,2:00 - 3:00,1.03,ppm,O3,27/04/2023,2:00 - 3:00,0.025,ppm,NO2,27/04/2023,2:00 - 3:00,0.011,ppm
CO,27/04/2023,3:00 - 4:00,1.02,ppm,O3,27/04/2023,3:00 - 4:00,0.023,ppm,NO2,27/04/2023,3:00 - 4:00,0.011,ppm
CO,27/04/2023,4:00 - 5:00,1.02,ppm,O3,27/04/2023,4:00 - 5:00,0.024,ppm,NO2,27/04/2023,4:00 - 5:00,0.01,ppm
CO,27/04/2023,5:00 - 6:00,1.05,ppm,O3,27/04/2023,5:00 - 6:00,0.017,ppm,NO2,27/04/2023,5:00 - 6:00,0.015,ppm
CO,27/04/2023,6:00 - 7:00,1.17,ppm,O3,27/04/2023,6:00 - 7:00,0.005,ppm,NO2,27/04/2023,6:00 - 7:00,0.024,ppm
CO,27/04/2023,7:00 - 8:00,1.77,ppm,O3,27/04/2023,7:00 - 8:00,0.002,ppm,NO2,27/04/2023,7:00 - 8:00,0.029,ppm
CO,27/04/2023,8:00 - 9:00,2.13,ppm,O3,27/04/2023,8:00 - 9:00,0.006,ppm,NO2,27/04/2023,8:00 - 9:00,0.036,ppm
CO,27/04/2023,9:00 - 10:00,2.11,ppm,O3,27/04/2023,9:00 - 10:00,0.023,ppm,NO2,27/04/2023,9:00 - 10:00,0.028,ppm
CO,27/04/2023,10:00 - 11:00,1.31,ppm,O3,27/04/2023,10:00 - 11:00,0.043,ppm,NO2,27/04/2023,10:00 - 11:00,0.01,ppm
CO,27/04/2023,11:00 - 12:00,1.1,ppm,O3,27/04/2023,11:00 - 12:00,0.046,ppm,NO2,27/04/2023,11:00 - 12:00,0.007,ppm
CO,27/04/2023,12:00 - 13:00,1.03,ppm,O3,27/04/2023,12:00 - 13:00,0.048,ppm,NO2,27/04/2023,12:00 - 13:00,0.006,ppm
CO,27/04/2023,13:00 - 14:00,1.03,ppm,O3,27/04/2023,13:00 - 14:00,0.049,ppm,NO2,27/04/2023,13:00 - 14:00,0.006,ppm
CO,27/04/2023,14:00 - 15:00,1.02,ppm,O3,27/04/2023,14:00 - 15:00,0.05,ppm,NO2,27/04/2023,14:00 - 15:00,0.006,ppm
CO,27/04/2023,15:00 - 16:00,1,ppm,O3,27/04/2023,15:00 - 16:00,0.051,ppm,NO2,27/04/2023,15:00 - 16:00,0.006,ppm
CO,27/04/2023,16:00 - 17:00,1,ppm,O3,27/04/2023,16:00 - 17:00,0.049,ppm,NO2,27/04/2023,16:00 - 17:00,0.007,ppm
CO,27/04/2023,17:00 - 18:00,1.01,ppm,O3,27/04/2023,17:00 - 18:00,0.048,ppm,NO2,27/04/2023,17:00 - 18:00,0.008,ppm
CO,27/04/2023,18:00 - 19:00,1.03,ppm,O3,27/04/2023,18:00 - 19:00,0.043,ppm,NO2,27/04/2023,18:00 - 19:00,0.01,ppm
CO,27/04/2023,19:00 - 20:00,1.07,ppm,O3,27/04/2023,19:00 - 20:00,0.038,ppm,NO2,27/04/2023,19:00 - 20:00,0.013,ppm
CO,27/04/2023,20:00 - 21:00,1.13,ppm,O3,27/04/2023,20:00 - 21:00,0.035,ppm,NO2,27/04/2023,20:00 - 21:00,0.015,ppm
CO,27/04/2023,21:00 - 22:00,1.13,ppm,O3,27/04/2023,21:00 - 22:00,0.031,ppm,NO2,27/04/2023,21:00 - 22:00,0.016,ppm
CO,27/04/2023,22:00 - 23:00,1.28,ppm,O3,27/04/2023,22:00 - 23:00,0.028,ppm,NO2,27/04/2023,22:00 - 23:00,0.021,ppm
CO,28/04/2023,23:00 - 0:00,1.29,ppm,O3,28/04/2023,23:00 - 0:00,0.033,ppm,NO2,28/04/2023,23:00 - 0:00,0.017,ppm
CO,28/04/2023,0:00 - 1:00,1.2,ppm,O3,28/04/2023,0:00 - 1:00,0.035,ppm,NO2,28/04/2023,0:00 - 1:00,0.013,ppm
CO,28/04/2023,1:00 - 2:00,1.11,ppm,O3,28/04/2023,1:00 - 2:00,0.032,ppm,NO2,28/04/2023,1:00 - 2:00,0.01,ppm
CO,28/04/2023,2:00 - 3:00,1.04,ppm,O3,28/04/2023,2:00 - 3:00,0.033,ppm,NO2,28/04/2023,2:00 - 3:00,0.009,ppm
CO,28/04/2023,3:00 - 4:00,1.11,ppm,O3,28/04/2023,3:00 - 4:00,0.015,ppm,NO2,28/04/2023,3:00 - 4:00,0.018,ppm
CO,28/04/2023,4:00 - 5:00,1.29,ppm,O3,28/04/2023,4:00 - 5:00,0.008,ppm,NO2,28/04/2023,4:00 - 5:00,0.024,ppm
CO,28/04/2023,5:00 - 6:00,1.48,ppm,O3,28/04/2023,5:00 - 6:00,0.002,ppm,NO2,28/04/2023,5:00 - 6:00,0.03,ppm
CO,28/04/2023,6:00 - 7:00,1.51,ppm,O3,28/04/2023,6:00 - 7:00,0.002,ppm,NO2,28/04/2023,6:00 - 7:00,0.03,ppm
CO,28/04/2023,7:00 - 8:00,1.75,ppm,O3,28/04/2023,7:00 - 8:00,0.006,ppm,NO2,28/04/2023,7:00 - 8:00,0.03,ppm
CO,28/04/2023,8:00 - 9:00,1.76,ppm,O3,28/04/2023,8:00 - 9:00,0.016,ppm,NO2,28/04/2023,8:00 - 9:00,0.03,ppm
CO,28/04/2023,9:00 - 10:00,1.53,ppm,O3,28/04/2023,9:00 - 10:00,0.033,ppm,NO2,28/04/2023,9:00 - 10:00,0.021,ppm
CO,28/04/2023,10:00 - 11:00,1.23,ppm,O3,28/04/2023,10:00 - 11:00,0.052,ppm,NO2,28/04/2023,10:00 - 11:00,0.012,ppm
CO,28/04/2023,11:00 - 12:00,1.1,ppm,O3,28/04/2023,11:00 - 12:00,0.053,ppm,NO2,28/04/2023,11:00 - 12:00,0.007,ppm
CO,28/04/2023,12:00 - 13:00,1.01,ppm,O3,28/04/2023,12:00 - 13:00,0.046,ppm,NO2,28/04/2023,12:00 - 13:00,0.006,ppm
CO,28/04/2023,13:00 - 14:00,0.98,ppm,O3,28/04/2023,13:00 - 14:00,0.049,ppm,NO2,28/04/2023,13:00 - 14:00,0.006,ppm
CO,28/04/2023,14:00 - 15:00,0.98,ppm,O3,28/04/2023,14:00 - 15:00,0.051,ppm,NO2,28/04/2023,14:00 - 15:00,0.006,ppm
CO,28/04/2023,15:00 - 16:00,0.96,ppm,O3,28/04/2023,15:00 - 16:00,0.05,ppm,NO2,28/04/2023,15:00 - 16:00,0.006,ppm
CO,28/04/2023,16:00 - 17:00,0.96,ppm,O3,28/04/2023,16:00 - 17:00,0.047,ppm,NO2,28/04/2023,16:00 - 17:00,0.007,ppm
CO,28/04/2023,17:00 - 18:00,0.97,ppm,O3,28/04/2023,17:00 - 18:00,0.047,ppm,NO2,28/04/2023,17:00 - 18:00,0.007,ppm
CO,28/04/2023,18:00 - 19:00,1,ppm,O3,28/04/2023,18:00 - 19:00,0.042,ppm,NO2,28/04/2023,18:00 - 19:00,0.01,ppm
CO,28/04/2023,19:00 - 20:00,1.06,ppm,O3,28/04/2023,19:00 - 20:00,0.037,ppm,NO2,28/04/2023,19:00 - 20:00,0.013,ppm
CO,28/04/2023,20:00 - 21:00,1.11,ppm,O3,28/04/2023,20:00 - 21:00,0.033,ppm,NO2,28/04/2023,20:00 - 21:00,0.015,ppm
CO,28/04/2023,21:00 - 22:00,1.1,ppm,O3,28/04/2023,21:00 - 22:00,0.04,ppm,NO2,28/04/2023,21:00 - 22:00,0.011,ppm
CO,28/04/2023,22:00 - 23:00,1.11,ppm,O3,28/04/2023,22:00 - 23:00,0.032,ppm,NO2,28/04/2023,22:00 - 23:00,0.016,ppm
CO,29/04/2023,23:00 - 0:00,1.14,ppm,O3,29/04/2023,23:00 - 0:00,0.049,ppm,NO2,29/04/2023,23:00 - 0:00,0.009,ppm
CO,29/04/2023,0:00 - 1:00,1.09,ppm,O3,29/04/2023,0:00 - 1:00,0.043,ppm,NO2,29/04/2023,0:00 - 1:00,0.009,ppm
CO,29/04/2023,1:00 - 2:00,1.03,ppm,O3,29/04/2023,1:00 - 2:00,0.034,ppm,NO2,29/04/2023,1:00 - 2:00,0.008,ppm
CO,29/04/2023,2:00 - 3:00,1.01,ppm,O3,29/04/2023,2:00 - 3:00,0.034,ppm,NO2,29/04/2023,2:00 - 3:00,0.007,ppm
CO,29/04/2023,3:00 - 4:00,1.02,ppm,O3,29/04/2023,3:00 - 4:00,0.03,ppm,NO2,29/04/2023,3:00 - 4:00,0.009,ppm
CO,29/04/2023,4:00 - 5:00,1.01,ppm,O3,29/04/2023,4:00 - 5:00,0.032,ppm,NO2,29/04/2023,4:00 - 5:00,0.007,ppm
CO,29/04/2023,5:00 - 6:00,1.12,ppm,O3,29/04/2023,5:00 - 6:00,0.005,ppm,NO2,29/04/2023,5:00 - 6:00,0.024,ppm
CO,29/04/2023,6:00 - 7:00,1.53,ppm,O3,29/04/2023,6:00 - 7:00,0.002,ppm,NO2,29/04/2023,6:00 - 7:00,0.028,ppm
CO,29/04/2023,7:00 - 8:00,1.73,ppm,O3,29/04/2023,7:00 - 8:00,0.005,ppm,NO2,29/04/2023,7:00 - 8:00,0.029,ppm
CO,29/04/2023,8:00 - 9:00,1.73,ppm,O3,29/04/2023,8:00 - 9:00,0.019,ppm,NO2,29/04/2023,8:00 - 9:00,0.025,ppm
CO,29/04/2023,9:00 - 10:00,1.47,ppm,O3,29/04/2023,9:00 - 10:00,0.032,ppm,NO2,29/04/2023,9:00 - 10:00,0.02,ppm
CO,29/04/2023,10:00 - 11:00,1.39,ppm,O3,29/04/2023,10:00 - 11:00,0.049,ppm,NO2,29/04/2023,10:00 - 11:00,0.019,ppm
CO,29/04/2023,11:00 - 12:00,1.31,ppm,O3,29/04/2023,11:00 - 12:00,0.068,ppm,NO2,29/04/2023,11:00 - 12:00,0.015,ppm
CO,29/04/2023,12:00 - 13:00,1.12,ppm,O3,29/04/2023,12:00 - 13:00,0.057,ppm,NO2,29/04/2023,12:00 - 13:00,0.008,ppm
CO,29/04/2023,13:00 - 14:00,1.01,ppm,O3,29/04/2023,13:00 - 14:00,0.045,ppm,NO2,29/04/2023,13:00 - 14:00,0.007,ppm
CO,29/04/2023,14:00 - 15:00,0.99,ppm,O3,29/04/2023,14:00 - 15:00,0.052,ppm,NO2,29/04/2023,14:00 - 15:00,0.006,ppm
CO,29/04/2023,15:00 - 16:00,0.95,ppm,O3,29/04/2023,15:00 - 16:00,0.051,ppm,NO2,29/04/2023,15:00 - 16:00,0.006,ppm
CO,29/04/2023,16:00 - 17:00,0.95,ppm,O3,29/04/2023,16:00 - 17:00,0.049,ppm,NO2,29/04/2023,16:00 - 17:00,0.006,ppm
CO,29/04/2023,17:00 - 18:00,0.96,ppm,O3,29/04/2023,17:00 - 18:00,0.049,ppm,NO2,29/04/2023,17:00 - 18:00,0.007,ppm
CO,29/04/2023,18:00 - 19:00,0.97,ppm,O3,29/04/2023,18:00 - 19:00,0.047,ppm,NO2,29/04/2023,18:00 - 19:00,0.008,ppm
CO,29/04/2023,19:00 - 20:00,1.15,ppm,O3,29/04/2023,19:00 - 20:00,0.029,ppm,NO2,29/04/2023,19:00 - 20:00,0.016,ppm
CO,29/04/2023,20:00 - 21:00,1.21,ppm,O3,29/04/2023,20:00 - 21:00,0.029,ppm,NO2,29/04/2023,20:00 - 21:00,0.015,ppm
CO,29/04/2023,21:00 - 22:00,1.21,ppm,O3,29/04/2023,21:00 - 22:00,0.029,ppm,NO2,29/04/2023,21:00 - 22:00,0.016,ppm
CO,29/04/2023,22:00 - 23:00,1.18,ppm,O3,29/04/2023,22:00 - 23:00,0.034,ppm,NO2,29/04/2023,22:00 - 23:00,0.014,ppm
CO,30/04/2023,23:00 - 0:00,1.16,ppm,O3,30/04/2023,23:00 - 0:00,0.027,ppm,NO2,30/04/2023,23:00 - 0:00,0.016,ppm
CO,30/04/2023,0:00 - 1:00,1.23,ppm,O3,30/04/2023,0:00 - 1:00,0.019,ppm,NO2,30/04/2023,0:00 - 1:00,0.018,ppm
CO,30/04/2023,1:00 - 2:00,1.15,ppm,O3,30/04/2023,1:00 - 2:00,0.028,ppm,NO2,30/04/2023,1:00 - 2:00,0.011,ppm
CO,30/04/2023,2:00 - 3:00,1.08,ppm,O3,30/04/2023,2:00 - 3:00,0.026,ppm,NO2,30/04/2023,2:00 - 3:00,0.011,ppm
CO,30/04/2023,3:00 - 4:00,1.1,ppm,O3,30/04/2023,3:00 - 4:00,0.018,ppm,NO2,30/04/2023,3:00 - 4:00,0.015,ppm
CO,30/04/2023,4:00 - 5:00,1.19,ppm,O3,30/04/2023,4:00 - 5:00,0.009,ppm,NO2,30/04/2023,4:00 - 5:00,0.02,ppm
CO,30/04/2023,5:00 - 6:00,1.21,ppm,O3,30/04/2023,5:00 - 6:00,0.02,ppm,NO2,30/04/2023,5:00 - 6:00,0.015,ppm
CO,30/04/2023,6:00 - 7:00,1.18,ppm,O3,30/04/2023,6:00 - 7:00,0.011,ppm,NO2,30/04/2023,6:00 - 7:00,0.021,ppm
CO,30/04/2023,7:00 - 8:00,1.35,ppm,O3,30/04/2023,7:00 - 8:00,0.009,ppm,NO2,30/04/2023,7:00 - 8:00,0.022,ppm
CO,30/04/2023,8:00 - 9:00,1.42,ppm,O3,30/04/2023,8:00 - 9:00,0.021,ppm,NO2,30/04/2023,8:00 - 9:00,0.021,ppm
CO,30/04/2023,9:00 - 10:00,1.39,ppm,O3,30/04/2023,9:00 - 10:00,0.035,ppm,NO2,30/04/2023,9:00 - 10:00,0.019,ppm
CO,30/04/2023,10:00 - 11:00,1.24,ppm,O3,30/04/2023,10:00 - 11:00,0.048,ppm,NO2,30/04/2023,10:00 - 11:00,0.01,ppm
CO,30/04/2023,11:00 - 12:00,1.08,ppm,O3,30/04/2023,11:00 - 12:00,0.053,ppm,NO2,30/04/2023,11:00 - 12:00,0.007,ppm
CO,30/04/2023,12:00 - 13:00,1.03,ppm,O3,30/04/2023,12:00 - 13:00,0.05,ppm,NO2,30/04/2023,12:00 - 13:00,0.006,ppm
CO,30/04/2023,13:00 - 14:00,1.02,ppm,O3,30/04/2023,13:00 - 14:00,0.047,ppm,NO2,30/04/2023,13:00 - 14:00,0.006,ppm
CO,30/04/2023,14:00 - 15:00,0.99,ppm,O3,30/04/2023,14:00 - 15:00,0.047,ppm,NO2,30/04/2023,14:00 - 15:00,0.006,ppm
CO,30/04/2023,15:00 - 16:00,0.97,ppm,O3,30/04/2023,15:00 - 16:00,0.047,ppm,NO2,30/04/2023,15:00 - 16:00,0.006,ppm
CO,30/04/2023,16:00 - 17:00,0.97,ppm,O3,30/04/2023,16:00 - 17:00,0.049,ppm,NO2,30/04/2023,16:00 - 17:00,0.005,ppm
CO,30/04/2023,17:00 - 18:00,0.97,ppm,O3,30/04/2023,17:00 - 18:00,0.049,ppm,NO2,30/04/2023,17:00 - 18:00,0.006,ppm
CO,30/04/2023,18:00 - 19:00,0.99,ppm,O3,30/04/2023,18:00 - 19:00,0.048,ppm,NO2,30/04/2023,18:00 - 19:00,0.007,ppm
CO,30/04/2023,19:00 - 20:00,1.04,ppm,O3,30/04/2023,19:00 - 20:00,0.043,ppm,NO2,30/04/2023,19:00 - 20:00,0.01,ppm
CO,30/04/2023,20:00 - 21:00,1.14,ppm,O3,30/04/2023,20:00 - 21:00,0.034,ppm,NO2,30/04/2023,20:00 - 21:00,0.014,ppm
CO,30/04/2023,21:00 - 22:00,1.33,ppm,O3,30/04/2023,21:00 - 22:00,0.018,ppm,NO2,30/04/2023,21:00 - 22:00,0.025,ppm
CO,30/04/2023,22:00 - 23:00,1.46,ppm,O3,30/04/2023,22:00 - 23:00,0.023,ppm,NO2,30/04/2023,22:00 - 23:00,0.02,ppm
CO,01/05/2023,23:00 - 0:00,1.22,ppm,O3,01/05/2023,23:00 - 0:00,0.029,ppm,NO2,01/05/2023,23:00 - 0:00,0.014,ppm
CO,01/05/2023,0:00 - 1:00,1.15,ppm,O3,01/05/2023,0:00 - 1:00,0.028,ppm,NO2,01/05/2023,0:00 - 1:00,0.014,ppm
CO,01/05/2023,1:00 - 2:00,1.17,ppm,O3,01/05/2023,1:00 - 2:00,0.023,ppm,NO2,01/05/2023,1:00 - 2:00,0.017,ppm
CO,01/05/2023,2:00 - 3:00,1.16,ppm,O3,01/05/2023,2:00 - 3:00,0.027,ppm,NO2,01/05/2023,2:00 - 3:00,0.012,ppm
CO,01/05/2023,3:00 - 4:00,1.08,ppm,O3,01/05/2023,3:00 - 4:00,0.028,ppm,NO2,01/05/2023,3:00 - 4:00,0.01,ppm
CO,01/05/2023,4:00 - 5:00,1.1,ppm,O3,01/05/2023,4:00 - 5:00,0.019,ppm,NO2,01/05/2023,4:00 - 5:00,0.016,ppm
CO,01/05/2023,5:00 - 6:00,1.21,ppm,O3,01/05/2023,5:00 - 6:00,0.005,ppm,NO2,01/05/2023,5:00 - 6:00,0.024,ppm
CO,01/05/2023,6:00 - 7:00,1.32,ppm,O3,01/05/2023,6:00 - 7:00,0.004,ppm,NO2,01/05/2023,6:00 - 7:00,0.024,ppm
CO,01/05/2023,7:00 - 8:00,1.42,ppm,O3,01/05/2023,7:00 - 8:00,0.011,ppm,NO2,01/05/2023,7:00 - 8:00,0.022,ppm
CO,01/05/2023,8:00 - 9:00,1.46,ppm,O3,01/05/2023,8:00 - 9:00,0.021,ppm,NO2,01/05/2023,8:00 - 9:00,0.021,ppm
CO,01/05/2023,9:00 - 10:00,1.28,ppm,O3,01/05/2023,9:00 - 10:00,0.039,ppm,NO2,01/05/2023,9:00 - 10:00,0.012,ppm
CO,01/05/2023,10:00 - 11:00,1.16,ppm,O3,01/05/2023,10:00 - 11:00,0.051,ppm,NO2,01/05/2023,10:00 - 11:00,0.009,ppm
CO,01/05/2023,11:00 - 12:00,1.05,ppm,O3,01/05/2023,11:00 - 12:00,0.049,ppm,NO2,01/05/2023,11:00 - 12:00,0.006,ppm
CO,01/05/2023,12:00 - 13:00,1.02,ppm,O3,01/05/2023,12:00 - 13:00,0.051,ppm,NO2,01/05/2023,12:00 - 13:00,0.006,ppm
CO,01/05/2023,13:00 - 14:00,1,ppm,O3,01/05/2023,13:00 - 14:00,0.049,ppm,NO2,01/05/2023,13:00 - 14:00,0.005,ppm
CO,01/05/2023,14:00 - 15:00,0.97,ppm,O3,01/05/2023,14:00 - 15:00,0.048,ppm,NO2,01/05/2023,14:00 - 15:00,0.005,ppm
CO,01/05/2023,15:00 - 16:00,0.96,ppm,O3,01/05/2023,15:00 - 16:00,0.047,ppm,NO2,01/05/2023,15:00 - 16:00,0.005,ppm
CO,01/05/2023,16:00 - 17:00,0.97,ppm,O3,01/05/2023,16:00 - 17:00,0.048,ppm,NO2,01/05/2023,16:00 - 17:00,0.006,ppm
CO,01/05/2023,17:00 - 18:00,0.98,ppm,O3,01/05/2023,17:00 - 18:00,0.047,ppm,NO2,01/05/2023,17:00 - 18:00,0.006,ppm
CO,01/05/2023,18:00 - 19:00,1,ppm,O3,01/05/2023,18:00 - 19:00,0.046,ppm,NO2,01/05/2023,18:00 - 19:00,0.007,ppm
CO,01/05/2023,19:00 - 20:00,1.04,ppm,O3,01/05/2023,19:00 - 20:00,0.043,ppm,NO2,01/05/2023,19:00 - 20:00,0.009,ppm
CO,01/05/2023,20:00 - 21:00,1.08,ppm,O3,01/05/2023,20:00 - 21:00,0.038,ppm,NO2,01/05/2023,20:00 - 21:00,0.011,ppm
CO,01/05/2023,21:00 - 22:00,1.11,ppm,O3,01/05/2023,21:00 - 22:00,0.035,ppm,NO2,01/05/2023,21:00 - 22:00,0.009,ppm
CO,01/05/2023,22:00 - 23:00,1.05,ppm,O3,01/05/2023,22:00 - 23:00,0.037,ppm,NO2,01/05/2023,22:00 - 23:00,0.007,ppm
